,sex,age,educyr,farm,urban,hhsize,rlfood,exp12m,commune
2951,male,56,5.0,yes,no,3,3970.709209825376,182.00005695203214,97
2952,female,72,3.0,yes,no,3,3808.265061594519,1365.0003991000415,97
2954,male,64,11.0,yes,no,5,6384.094872501285,733.0002185171173,97
2955,male,45,10.0,yes,no,4,5916.995013884104,210.99997183655185,97
2956,male,71,4.0,yes,no,3,3643.743987457452,37.999993930397835,97
2957,female,59,5.0,yes,no,4,5635.758372847014,22.999995033630093,97
2958,female,35,12.0,yes,no,4,5466.62115606792,1120.9995257362095,97
2959,male,35,9.0,yes,no,5,5382.697922262528,126.99998901975935,97
2960,male,44,9.0,yes,no,4,5098.782169992756,112.00001441495039,97
2961,male,75,5.0,yes,no,2,3978.2726637955984,212.99996470389533,97
2962,male,33,5.0,yes,no,5,4522.716102561852,861.9997666879277,98
2963,male,39,9.0,yes,no,4,6400.734318297917,19.999994528920926,98
2964,male,44,11.0,no,no,7,9990.770542005373,3870.0008280878787,98
2965,male,52,6.0,yes,no,5,6968.532943246541,3769.9989427335977,98
2966,male,40,9.0,yes,no,6,7639.825182293381,809.9997993901727,98
2967,male,36,10.0,yes,no,4,5348.8560789005605,1189.99930253457,98
2968,male,40,9.0,yes,no,5,10009.961238259286,233.99997300629934,98
2969,male,58,2.0,yes,no,3,4190.356111013395,390.00010174177345,98
2970,male,35,9.0,yes,no,5,5099.042214514509,277.0001367861411,98
2971,male,37,10.0,yes,no,4,7647.392354355972,205.00000427662638,98
2972,female,68,2.0,yes,no,1,1958.9345353404974,324.9999407428408,98
2973,male,42,9.0,yes,no,8,8292.783850323098,3150.0008447681266,98
2974,male,27,9.0,no,no,2,3481.0421627837222,910.0003644451576,98
2975,male,41,16.0,yes,no,7,7588.642495154688,149.99995588556808,98
2976,male,41,9.0,yes,no,5,5318.714937204613,576.0001954391997,98
2977,female,65,0.0,yes,no,2,2214.66183412515,1040.0000081791652,98
2978,male,34,9.0,no,no,5,7860.739775384511,1209.000180606729,98
2979,male,68,5.0,yes,no,2,4181.155823101842,859.9996652471691,98
2980,male,35,9.0,yes,no,5,5534.242613958432,1273.000511036524,98
2981,male,41,9.0,yes,no,5,7107.998654636683,1765.999326864672,98
2982,male,44,6.0,yes,no,5,7727.718892216696,1325.9997735910783,98
2983,female,65,2.0,yes,no,2,3562.009033779154,260.0000959359805,98
2984,male,74,3.0,yes,no,2,2325.1387647409483,39.00001380094624,98
2985,male,71,3.0,yes,no,2,2189.1836702275377,1169.999967483592,98
2986,male,35,9.0,yes,no,4,6026.984007478906,279.99983111266096,98
2988,male,61,5.0,yes,no,5,9194.410278843397,32999.90626532878,98
2989,female,68,0.0,yes,no,5,3942.87724103151,11959.999671044707,98
2990,male,24,12.0,yes,no,4,6476.308816734165,130.00007144079393,98
2991,male,32,9.0,yes,no,4,4710.814019515264,1091.9998293151164,98
2992,female,42,9.0,yes,no,5,6791.207229754028,5869.994641736474,98
2993,male,66,5.0,yes,no,3,4735.0189134262255,1559.9998436200185,98
2994,male,54,5.0,yes,no,4,3535.535316129277,18.000004357869567,99
2996,male,67,5.0,yes,no,4,3978.6187885735603,499.99995078890663,99
2997,male,34,11.0,yes,no,3,3557.185780030765,1820.000400271114,99
2998,male,73,2.0,yes,no,3,4536.549590523215,1559.9998436200185,99
3000,male,68,3.0,yes,no,2,3750.0970551392284,260.0000959359805,99
3002,male,50,7.0,yes,no,3,4372.009402886121,64.99998245678597,99
3003,male,41,9.0,yes,no,5,6312.082924282423,157.00003056031858,99
3005,male,54,13.0,no,no,3,6671.920309850482,5642.999334300181,99
3006,female,65,0.0,yes,no,1,1374.4253562233955,130.00007144079393,99
3007,female,64,3.0,yes,no,1,1648.9021800007167,1143.9998033009506,99
3008,male,27,7.0,yes,no,3,3221.221775638819,90.99995390697832,99
3009,male,89,1.0,yes,no,2,2348.4011173923977,117.00000762866277,99
3010,male,34,7.0,yes,no,4,4274.558067483759,6.999998956612885,99
3011,male,42,7.0,yes,no,6,4437.280643006829,29.999988550137516,99
3013,female,66,4.0,no,no,3,2719.787415038936,233.99997300629934,99
3014,female,65,2.0,yes,no,1,2247.9635579368514,260.0000959359805,99
3016,male,66,9.0,yes,no,2,4573.504321518566,355.0000747362354,99
3017,female,77,0.0,yes,no,1,1135.5472814493123,741.0002776556515,99
3018,male,51,9.0,no,no,7,11018.489452107267,914.9999402729,99
3019,male,28,6.0,yes,no,3,3084.284559364226,376.99992933210655,99
3020,male,64,12.0,yes,no,3,6694.241779789412,1950.0006794624235,99
3021,male,44,14.0,yes,no,6,6314.3809406804685,547.000108075187,99
3024,male,37,17.0,yes,no,6,6233.9036210647455,495.000117528512,99
3026,female,40,9.0,yes,no,2,1741.7750223165951,2079.9996407936746,100
3027,male,44,14.0,no,no,6,8473.280323687472,2015.0010591229993,100
3028,male,37,13.0,yes,no,5,5295.009223710023,39.00001380094624,100
3029,male,63,9.0,yes,no,5,5830.010031429972,7465.002165049693,100
3030,male,43,10.0,yes,no,5,4863.759609326378,897.0001237332687,100
3031,male,45,9.0,yes,no,6,3929.9972298881794,598.0001471375402,100
3032,female,59,9.0,no,no,3,3418.755927535454,3656.000246509314,100
3033,male,38,14.0,yes,no,6,4870.744114549708,1300.0005935156187,100
3035,male,44,16.0,yes,no,6,6398.328094592646,130.00007144079393,100
3037,male,60,13.0,yes,no,2,2107.774646480527,5200.000496238527,100
3038,male,70,9.0,yes,no,2,3477.827165382852,936.0004900171023,100
3039,male,71,5.0,yes,no,2,2331.2968973138127,5820.002672978297,100
3040,male,48,15.0,yes,no,5,5675.5968010445495,558.9997355063622,100
3041,male,37,9.0,yes,no,5,5875.573786320199,975.000515777235,100
3042,male,42,11.0,yes,no,5,7855.969754188755,4083.0028935431997,100
3043,male,48,9.0,yes,no,5,9665.344160903365,1046.9997792185711,100
3044,male,47,4.0,yes,no,6,6354.668381724909,2002.0000803299195,100
3045,male,50,5.0,yes,no,5,8106.042093041308,631.0000867365006,100
3046,male,37,9.0,yes,no,8,14626.59900794317,260.0000959359805,100
3048,female,76,3.0,yes,no,6,6368.103623968883,3939.9999909696003,100
3050,female,45,0.0,yes,no,1,852.0864595280101,260.0000959359805,100
3051,female,53,5.0,yes,no,2,3445.667762732117,1300.0005935156187,100
3052,male,74,5.0,yes,no,2,3156.733280889934,260.0000959359805,100
3053,male,47,9.0,yes,no,4,5253.185849416406,844.9994698833542,100
3054,male,23,10.0,yes,no,4,5016.731976522073,207.9999834221266,100
3055,male,35,9.0,yes,no,5,6442.4359455913245,910.0003644451576,100
3056,male,32,13.0,no,no,4,12047.916266212971,9.00000380397483,100
3057,male,58,3.0,yes,no,3,5979.797598696181,650.0004141218382,101
3058,male,68,5.0,yes,no,2,2911.579510432165,6910.000575176575,101
3059,male,69,4.0,yes,no,2,3301.598420388248,324.9999407428408,101
3060,male,42,12.0,yes,no,6,6413.773075070975,3367.001955685233,101
3061,male,65,14.0,no,no,2,3211.6721516187727,2646.999464704917,101
3062,male,49,13.0,yes,no,4,8379.939718886852,117.00000762866277,101
3063,male,40,12.0,no,no,4,7946.96997676611,462.9999749580743,101
3066,male,55,10.0,yes,no,5,9324.186480413518,1994.0000986595655,101
3068,male,39,10.0,yes,no,5,11337.748357194992,260.0000959359805,101
3070,male,35,11.0,yes,no,4,6454.8431242291135,240.00001839792282,101
3071,male,42,9.0,no,no,4,4204.022146743613,260.0000959359805,101
3072,male,42,9.0,no,no,5,7100.340360649077,64.99998245678597,101
3073,male,54,9.0,yes,no,4,6789.10228179659,182.00005695203214,101
3074,male,58,9.0,no,no,4,6970.5471403045985,260.0000959359805,101
3077,male,41,5.0,no,no,5,10041.8335392162,25.999986011445234,101
3078,male,38,9.0,no,no,5,10177.818760453425,350.99992156348986,101
3079,male,53,12.0,yes,no,5,9354.380357407264,177.00004733443853,101
3080,male,35,10.0,no,no,4,6376.151620085676,324.9999407428408,101
3081,male,64,13.0,yes,no,5,8979.064680272619,260.0000959359805,101
3082,male,60,14.0,yes,no,3,7462.78538861427,64.99998245678597,101
3083,male,36,15.0,yes,no,5,5907.990289316273,117.00000762866277,101
3085,male,31,9.0,no,no,4,7372.705395628246,90.99995390697832,101
3086,male,38,11.0,yes,no,5,7190.205272288665,1432.000934350819,101
3087,male,41,9.0,yes,no,5,9813.497372669935,650.0004141218382,101
3089,male,60,9.0,yes,no,3,6559.312010565301,155.99999886907224,102
3091,male,51,5.0,no,no,4,6375.769062465317,45.99998176150525,102
3092,male,36,13.0,yes,no,7,7564.889353436284,29.999988550137516,102
3093,male,70,5.0,yes,no,2,1469.170155054389,169.00004817800746,102
3094,male,48,9.0,no,no,3,3423.323014551002,14.999996983467152,102
3095,male,47,11.0,no,no,6,6802.870945966661,666.9999693742798,102
3096,female,38,10.0,no,no,2,2905.465798064007,53.999997485529235,102
3097,male,38,12.0,yes,no,5,5236.837161790005,184.00004459995202,102
3098,male,58,5.0,yes,no,5,8520.73599089201,92.99995413675853,102
3099,male,32,9.0,no,no,4,4255.57003369291,390.00010174177345,102
3100,female,80,0.0,yes,no,1,1112.7814824841166,1300.0005935156187,102
3101,male,62,15.0,yes,no,2,4070.9635708073697,12.999995353000852,102
3102,male,35,9.0,yes,no,5,7317.024242109713,794.9999088498112,102
3104,male,42,12.0,no,no,5,3229.746725550594,2199.0000207700796,102
3105,female,54,9.0,yes,no,1,1819.7765539887087,130.00007144079393,102
3106,male,74,3.0,yes,no,2,3084.938497005756,195.00008608008832,102
3107,male,29,9.0,no,no,3,4698.417364339765,78.00001351821305,102
3108,male,68,15.0,yes,no,2,3374.0261043816336,155.99999886907224,102
3109,female,79,0.0,yes,no,1,1215.9306139479384,857.9999146393322,102
3110,female,60,3.0,yes,no,1,1396.7662186813034,260.0000959359805,102
3111,female,59,4.0,yes,no,1,2289.958559279395,390.00010174177345,102
3112,male,41,10.0,no,no,6,7487.101357964942,4414.999500936993,102
3113,male,27,9.0,yes,no,5,5084.317087227186,975.000515777235,102
3114,male,65,3.0,yes,no,3,5842.114019732278,246.99991685290374,102
3115,male,37,10.0,no,no,5,3536.150552798326,1534.0000277236727,102
3116,male,45,9.0,no,no,5,7771.208769093233,340.0001300125545,102
3117,female,33,14.0,no,no,3,3289.086021009073,39.00001380094624,102
3118,female,45,9.0,no,no,5,2829.5925358327045,104.00001048929774,102
3119,male,74,14.0,yes,no,2,3619.5247077570284,585.0000893693707,102
3120,male,42,9.0,yes,no,6,4834.46137286866,143.00005287284299,102
3121,male,38,12.0,no,no,4,5147.32272880477,2132.000457770862,103
3122,male,46,3.0,yes,no,4,5190.908453228111,714.9996119738901,103
3123,male,44,5.0,yes,no,4,6332.826880207699,390.00010174177345,103
3124,male,40,12.0,yes,no,4,7367.089534031781,1312.0000400107074,103
3125,male,48,9.0,no,no,4,6529.04523837919,155.99999886907224,103
3126,male,34,9.0,yes,no,4,6892.209536196398,390.00010174177345,103
3127,male,43,9.0,yes,no,5,5593.189634877645,411.9998560680201,103
3128,male,44,9.0,yes,no,6,7480.680180079034,39.00001380094624,103
3129,male,38,10.0,yes,no,6,7129.269116861827,39.00001380094624,103
3131,male,40,10.0,yes,no,4,4617.746063557147,349.0000271513539,103
3132,female,50,9.0,yes,no,3,4216.623633747057,3874.000604472118,103
3133,male,32,12.0,no,no,4,4432.446642115038,221.00006596458653,103
3134,male,44,12.0,yes,no,5,7337.929519470543,273.0000559145118,103
3136,male,35,12.0,yes,no,5,5483.226587441385,585.0000893693707,103
3137,male,33,9.0,yes,no,4,5320.337392672346,286.0000541055274,103
3138,male,53,9.0,yes,no,4,7589.454523344401,815.99971034934,103
3139,male,35,8.0,yes,no,4,5642.474559764487,64.99998245678597,103
3140,male,38,10.0,yes,no,5,5262.8395580286415,473.9998475165583,103
3141,male,57,9.0,yes,no,4,6831.578236298879,262.00013001462486,103
3142,male,57,15.0,yes,no,2,4506.080563529389,429.999910264338,103
3143,male,32,9.0,yes,no,4,5796.873503073743,554.9999368707324,103
3144,female,70,0.0,yes,no,1,2349.897525459547,390.00010174177345,103
3145,male,41,10.0,yes,no,5,7460.061969001752,29.999988550137516,103
3146,male,35,9.0,yes,no,4,5823.938324885702,300.999920310599,103
3147,male,29,12.0,yes,no,4,4903.2572100303505,155.99999886907224,103
3148,male,36,10.0,no,no,4,6329.610621151521,14.999996983467152,103
3149,male,49,12.0,yes,no,4,5866.068928618604,355.0000747362354,103
3150,male,50,9.0,no,no,5,6069.77611792385,731.999623780417,103
3151,male,60,5.0,yes,no,5,7472.597934045405,124.0000538649871,103
3152,male,30,13.0,yes,no,4,3478.7941357374793,199.99992669040608,103
3153,male,35,9.0,yes,no,4,3764.8451102051336,414.00001083631986,104
3154,male,34,9.0,yes,no,4,5791.531248861543,78.00001351821305,104
3155,male,44,11.0,yes,no,6,6124.221957516343,857.9999146393322,104
3156,female,47,5.0,yes,no,3,3225.2121177091562,143.00005287284299,104
3157,male,48,11.0,yes,no,5,4868.41158680383,155.99999886907224,104
3158,male,35,9.0,yes,no,4,6538.041926470614,1258.9999571381682,104
3159,female,25,9.0,yes,no,3,6058.860348051733,2470.001408834006,104
3160,female,40,10.0,yes,no,2,2326.585450925381,195.00008608008832,104
3161,male,48,9.0,yes,no,3,5101.832153584616,388.9998663324474,104
3164,male,65,5.0,yes,no,3,5322.795956432253,260.0000959359805,104
3165,male,41,10.0,yes,no,5,5693.975698982383,1779.0005556425654,104
3166,male,60,8.0,yes,no,2,2929.0077711518784,1169.999967483592,104
3167,male,67,4.0,yes,no,4,6636.646037349549,4680.00285989415,104
3168,female,64,5.0,no,no,2,3780.26729849088,650.0004141218382,104
3169,male,34,7.0,yes,no,4,3853.777056501593,768.0002049426151,104
3170,male,34,9.0,yes,no,4,5383.4407858322065,130.00007144079393,104
3171,male,31,11.0,yes,no,4,5092.371934906159,3640.000143303938,104
3172,male,54,12.0,no,no,4,5960.466328288517,403.0001765355253,104
3174,male,32,9.0,yes,no,5,5529.037341123658,1001.0002209054887,104
3176,male,48,9.0,yes,no,5,5542.117904960341,64.99998245678597,104
3177,male,56,15.0,yes,no,3,4546.404591944006,520.000097980763,104
3178,male,34,8.0,yes,no,5,3466.261795911499,2183.999264287411,104
3179,male,31,8.0,yes,no,5,6809.207367964113,12.999995353000852,104
3180,female,35,9.0,no,no,3,4997.884490583095,207.9999834221266,104
3181,female,38,10.0,yes,no,7,6809.2346048480495,63.0000172373358,104
3183,male,31,9.0,yes,no,3,3841.8104276089975,454.99980937735745,104
3184,male,65,8.0,yes,no,3,3603.5328843775833,598.0001471375402,104
3186,male,35,9.0,yes,no,4,3697.661974069773,1015.0001101519799,105
3187,male,31,9.0,yes,no,4,2498.2755678661365,260.0000959359805,105
3188,male,37,14.0,yes,no,5,5005.782383939591,1894.9997773061943,105
3189,male,38,10.0,yes,no,5,2881.605836912366,552.9999991581487,105
3190,male,69,9.0,no,no,3,3811.8846324269557,90.99995390697832,105
3191,female,42,14.0,yes,no,2,1446.238027257528,10.999996999218334,105
3192,male,33,9.0,yes,no,4,5346.593991244456,273.0000559145118,105
3193,male,36,3.0,yes,no,6,4710.7622008460485,780.0000626467654,105
3194,male,35,14.0,yes,no,4,3390.5858413455817,4325.002511242868,105
3196,female,48,12.0,yes,no,5,3522.573114568978,2039.0004677987395,105
3197,male,45,9.0,yes,no,5,8406.781663500798,1.0,105
3198,male,37,12.0,yes,no,5,3470.3717508069926,1321.999973015823,105
3199,male,67,4.0,yes,no,2,1475.409710450527,204.00000125577995,105
3200,female,83,0.0,yes,no,1,1541.8542044348055,1040.0000081791652,105
3201,male,28,12.0,yes,no,4,3127.0426605203297,650.0004141218382,105
3202,male,44,13.0,yes,no,7,4662.924008602009,636.999582400669,105
3203,male,40,13.0,yes,no,6,5361.799900350119,390.00010174177345,105
3204,male,57,9.0,yes,no,3,4471.221873362922,12.000004202544735,105
3205,male,70,8.0,yes,no,3,4318.640790921183,260.0000959359805,105
3206,male,41,9.0,yes,no,6,7555.877377531696,151.99992083138662,105
3207,female,68,4.0,yes,no,4,2559.143727303201,284.99994862343925,105
3208,male,28,12.0,yes,no,4,5244.598663600059,195.00008608008832,105
3209,male,34,13.0,yes,no,4,3858.574138326137,390.00010174177345,105
3210,female,65,5.0,yes,no,1,865.2885196108953,390.00010174177345,105
3211,male,36,11.0,yes,no,6,3578.6002094992605,260.0000959359805,105
3213,male,59,5.0,yes,no,3,2898.434376442672,12.000004202544735,105
3214,male,32,10.0,yes,no,5,3404.69622427422,714.9996119738901,105
3215,male,25,11.0,yes,no,5,3247.9977222382636,780.0000626467654,105
3216,male,75,0.0,yes,no,2,1410.741878548299,910.0003644451576,105
3217,female,71,3.0,yes,no,6,5717.426096661907,390.00010174177345,106
3218,male,40,9.0,yes,no,6,6970.672611282364,549.999846975437,106
3219,male,67,5.0,yes,no,2,3478.3210519054505,1260.9995763483078,106
3220,male,76,3.0,yes,no,7,5484.43302999444,3601.9981062997826,106
3221,male,49,9.0,yes,no,6,7147.34329852354,529.9999965305313,106
3222,male,70,5.0,yes,no,6,7873.586850219387,602.9998813735189,106
3223,female,58,0.0,yes,no,2,4167.851690889098,324.9999407428408,106
3224,female,76,4.0,yes,no,5,6055.486502541067,1429.9989657472215,106
3225,male,61,6.0,yes,no,7,8298.789999794482,753.999722522052,106
3228,male,51,7.0,yes,no,6,5803.410262283636,2664.999102961299,106
3229,male,37,10.0,yes,no,5,6344.185480243041,390.00010174177345,106
3230,female,45,14.0,yes,no,3,5163.903165752742,390.00010174177345,106
3231,male,39,12.0,yes,no,4,4779.943474513525,1091.9998293151164,106
3232,male,56,14.0,yes,no,5,6535.956623719547,9.999999070059587,106
3233,female,53,13.0,yes,no,3,3177.909914203651,1650.9992670880315,106
3234,male,36,10.0,yes,no,4,9336.241114963279,3331.000538976894,106
3235,male,66,2.0,yes,no,6,7138.2719340701115,6469.997492908186,106
3236,male,36,0.0,yes,no,5,5726.60993360471,4690.999726381209,106
3237,male,32,10.0,yes,no,4,4373.176885248656,80.99998747153342,106
3238,male,37,9.0,yes,no,4,4755.604042335955,18.000004357869567,106
3239,male,47,10.0,yes,no,6,7114.683314670043,446.0000213990519,106
3240,male,32,10.0,yes,no,4,4783.883771115776,397.99999789679373,106
3241,male,40,9.0,yes,no,5,6505.9993036414135,45.99998176150525,106
3242,female,56,9.0,yes,no,4,1838.3119297071,1242.999886252191,106
3243,male,38,10.0,yes,no,6,3879.6530169608327,611.9998271024807,106
3244,male,34,10.0,yes,no,5,4659.153228565232,395.0000928640678,106
3245,male,75,4.0,yes,no,5,5699.484436528634,1988.999445359526,106
3246,male,66,3.0,no,no,6,3363.8182779521467,475.0000930835545,106
3247,male,36,12.0,no,no,4,5509.691987779604,1513.9993429280885,106
3248,male,47,15.0,no,no,4,5797.853257482677,9.999999070059587,106
3249,male,65,2.0,yes,no,3,3344.7191235721316,376.99992933210655,107
3250,male,45,10.0,yes,no,4,7188.83207422624,3394.0018809751055,107
3251,male,46,10.0,yes,no,8,8443.751674323936,738.0001294448629,107
3252,male,30,8.0,yes,no,4,5044.067100350535,936.0004900171023,107
3253,female,71,0.0,yes,no,3,2077.6381028092715,130.00007144079393,107
3254,female,48,2.0,yes,no,2,2929.792850430472,155.99999886907224,107
3255,male,32,8.0,yes,no,5,5259.072713596322,585.0000893693707,107
3256,male,43,9.0,yes,no,6,7075.221291692284,260.0000959359805,107
3257,female,45,5.0,yes,no,5,3438.511660798889,260.0000959359805,107
3258,male,31,8.0,yes,no,4,5952.442985079094,639.9998871336308,107
3259,female,28,9.0,yes,no,4,3308.277697932388,342.0000899246009,107
3260,male,30,10.0,yes,no,5,5353.3028256695125,1690.0003246200993,107
3262,female,35,12.0,yes,no,3,2776.657096921542,480.99987007914655,107
3263,female,39,13.0,yes,no,5,5158.855337247122,207.9999834221266,107
3264,female,44,4.0,yes,no,1,2182.4928245765195,1495.0007686921413,107
3265,male,27,9.0,yes,no,4,5324.819003250248,390.00010174177345,107
3266,male,27,9.0,yes,no,4,5200.062896618883,195.00008608008832,107
3267,female,48,15.0,yes,no,4,5486.621755395087,1109.9996733199662,107
3268,male,46,9.0,yes,no,6,5698.202196787804,650.0004141218382,107
3269,male,31,4.0,yes,no,4,3148.974111859286,39.00001380094624,107
3270,male,77,5.0,yes,no,2,2303.7511311783123,260.0000959359805,107
3271,female,67,4.0,yes,no,4,6203.2399058309065,650.0004141218382,107
3272,male,50,9.0,yes,no,6,7038.652326978839,3250.0023551985582,107
3273,female,40,7.0,yes,no,2,2409.9927061829076,25.999986011445234,107
3274,female,48,5.0,yes,no,2,2297.1718158487433,324.9999407428408,107
3276,male,37,9.0,yes,no,5,5201.389081738934,286.0000541055274,107
3277,male,76,14.0,yes,no,2,3313.3929374807226,390.00010174177345,107
3278,male,71,15.0,yes,no,2,4013.805207890483,780.0000626467654,107
3279,male,41,11.0,no,no,5,6037.926878651921,2037.0011891463428,107
3280,male,49,15.0,yes,no,3,4440.272378261741,490.00029835880133,107
3281,male,51,7.0,yes,no,6,9502.137003228941,528.999771547009,108
3282,male,63,5.0,yes,no,2,3228.206503734613,520.000097980763,108
3283,male,47,11.0,yes,no,4,5849.895050619886,454.99980937735745,108
3284,male,68,3.0,yes,no,5,3523.4327272774194,714.9996119738901,108
3285,female,66,3.0,yes,no,5,4903.929002284846,324.9999407428408,108
3286,male,63,9.0,yes,no,2,3155.2026364599824,2600.000717575207,108
3287,male,38,13.0,yes,no,5,5878.559336069081,780.0000626467654,108
3288,male,32,11.0,yes,no,4,6281.587411170235,64.99998245678597,108
3290,female,80,0.0,yes,no,1,1549.0110902339716,195.00008608008832,108
3291,female,49,5.0,yes,no,1,761.1169306497648,130.00007144079393,108
3292,female,67,5.0,yes,no,2,2478.840030246406,260.0000959359805,108
3294,female,40,9.0,yes,no,2,3435.827231597858,195.00008608008832,108
3296,male,31,12.0,yes,no,3,4135.1752968776445,376.99992933210655,108
3297,male,71,14.0,yes,no,2,3039.2346413837377,3666.0020954874785,108
3298,male,41,9.0,yes,no,5,5457.876097884082,376.99992933210655,108
3299,male,39,15.0,yes,no,6,5941.203492503497,1754.9997614955755,108
3300,male,33,9.0,yes,no,4,4194.586314107977,1169.999967483592,108
3301,female,64,0.0,yes,no,1,1027.1065979351788,1040.0000081791652,108
3302,male,55,11.0,no,no,5,5041.928869237013,3522.9993717038774,108
3303,male,47,15.0,yes,no,6,7574.290783092553,630.0001137870956,108
3304,male,34,9.0,yes,no,4,4892.310667483929,64.99998245678597,108
3305,male,76,9.0,yes,no,2,2931.618680063166,90.99995390697832,108
3306,male,30,12.0,yes,no,4,5086.819186700106,1143.9998033009506,108
3309,male,60,10.0,yes,no,2,3122.617901581683,598.0001471375402,108
3310,male,35,9.0,yes,no,4,4561.003755019478,64.99998245678597,108
3311,male,80,0.0,yes,no,2,2154.196329425837,390.00010174177345,108
3312,male,36,12.0,yes,no,5,6630.529869689681,130.00007144079393,108
3313,male,44,12.0,yes,no,8,8197.463039860935,195.00008608008832,109
3314,male,39,6.0,yes,no,5,4074.7431784677888,39.00001380094624,109
3315,female,58,3.0,yes,no,5,3563.1526222151197,585.0000893693707,109
3317,male,34,7.0,no,no,4,6630.56302242191,390.00010174177345,109
3318,female,65,0.0,yes,no,2,2356.085890083962,780.0000626467654,109
3319,male,30,9.0,yes,no,4,4198.027285491008,104.99996323346645,109
3320,male,30,10.0,no,no,5,3213.101663769104,260.0000959359805,109
3321,male,73,5.0,yes,no,8,9731.837438969695,260.0000959359805,109
3322,male,49,16.0,yes,no,5,6974.123948360397,64.99998245678597,109
3323,female,72,0.0,no,no,5,6459.569799148009,1879.9998950508923,109
3324,male,28,4.0,no,no,6,9640.806057189453,11992.99490019705,109
3326,male,36,14.0,yes,no,6,8547.550246511417,7969.005630915329,109
3327,male,60,15.0,no,no,5,5651.59451856299,1559.9998436200185,109
3328,male,40,16.0,yes,no,6,6221.85890245879,1416.9996603583465,109
3329,female,58,1.0,yes,no,6,5064.319225256469,6278.999930214506,109
3330,male,43,13.0,yes,no,7,6809.3503628202825,188.99999715372763,109
3331,male,39,10.0,yes,no,4,6376.833904810605,324.9999407428408,109
3332,male,35,12.0,yes,no,5,7360.2707666997885,3119.9991238931166,109
3333,male,31,5.0,no,no,4,5706.327923123212,546.000013243282,109
3334,male,69,8.0,no,no,5,9763.185408690299,25.999986011445234,109
3335,male,30,13.0,yes,no,4,4304.94224079729,910.0003644451576,109
3336,male,50,9.0,yes,no,6,5769.103645303039,1624.999846008771,109
3337,male,28,1.0,yes,no,3,4005.657436647162,1404.0005832417187,109
3338,female,53,15.0,no,no,3,5898.704325916101,3198.0003409263263,109
3339,female,48,5.0,yes,no,3,5192.071346960867,130.00007144079393,109
3340,male,48,9.0,yes,no,5,5481.554458344871,611.0000249461559,109
3341,male,38,11.0,yes,no,5,5967.020481630891,910.0003644451576,109
3342,female,39,9.0,yes,no,5,6420.267098844737,415.9998917313286,109
3343,female,47,5.0,yes,no,5,5915.1255388523305,2249.0001080435013,109
3344,male,31,10.0,yes,no,4,4097.1545518054845,90.99995390697832,109
3347,male,53,5.0,no,no,5,10257.454617675532,81.99997972433374,110
3348,male,38,10.0,no,no,4,6147.015755352807,1960.0004856399173,110
3349,male,43,13.0,no,no,6,18908.106038003927,29.999988550137516,110
3351,male,65,9.0,no,no,5,6643.379009471384,1439.9994346992441,110
3352,male,34,12.0,no,no,7,7875.208976183773,2015.0010591229993,110
3354,male,38,10.0,yes,no,6,9303.007370132014,19.999994528920926,110
3355,male,38,12.0,no,no,5,6871.460818853704,1678.0001895684507,110
3356,male,68,13.0,yes,no,2,4192.183504620658,936.0004900171023,110
3357,male,34,9.0,no,no,4,6434.947747817632,1020.0000955961217,110
3358,male,73,14.0,yes,no,2,4577.301905884929,8040.005128130612,110
3359,male,35,16.0,no,no,4,8862.197166101172,344.99985612421074,110
3360,male,40,14.0,yes,no,4,5688.2333749917425,9.999999070059587,110
3361,female,38,14.0,no,no,5,7886.34451187034,1131.999707080177,110
3362,female,52,13.0,yes,no,3,2852.653805993841,438.99981866003725,110
3363,female,55,8.0,yes,no,4,7766.772675511335,2800.0008507429034,110
3364,female,61,5.0,yes,no,5,6516.801714608447,462.00005032023927,110
3365,female,30,9.0,yes,no,4,4490.597296219085,2280.00063395754,110
3366,female,44,14.0,yes,no,4,8883.145533426894,19.999994528920926,110
3367,female,51,7.0,yes,no,9,7912.7605909862,90.00002967028104,110
3368,female,62,5.0,yes,no,4,6895.015236398898,1307.0003742931954,110
3370,male,44,9.0,yes,no,5,5670.7745934922095,301.99999475278946,110
3371,male,35,9.0,yes,no,4,5710.757752142921,400.00018115684816,110
3372,male,30,16.0,no,no,3,4734.725351354112,78.00001351821305,110
3373,male,65,6.0,yes,no,2,3676.001898744267,1040.0000081791652,110
3374,female,32,9.0,yes,no,5,5883.575886437302,735.0003680786574,110
3375,female,39,9.0,no,no,4,4278.52669853038,139.9999408347099,110
3376,male,40,11.0,yes,no,4,5828.844146016117,19.999994528920926,110
3377,male,44,9.0,yes,no,6,8964.736558029046,296.0001615201222,111
3378,male,64,5.0,yes,no,4,3901.658507287854,1566.0001933215399,111
3379,female,29,5.0,yes,no,3,4873.760038488776,2650.000214702299,111
3380,male,68,5.0,yes,no,4,4920.704547768218,1950.0006794624235,111
3381,female,50,9.0,yes,no,4,8004.082476013124,14.999996983467152,111
3382,male,67,5.0,yes,no,4,5211.156046204482,2170.9996311942596,111
3383,male,58,4.0,yes,no,7,5893.226974221123,3835.0010975719542,111
3384,male,38,10.0,no,no,6,9767.58959837974,2439.9992233792395,111
3385,male,38,10.0,yes,no,6,8920.292352670243,3250.0023551985582,111
3386,female,39,2.0,no,no,1,1064.774160725779,390.00010174177345,111
3387,male,55,15.0,no,no,4,6948.867669268755,534.0000859952627,111
